Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Servion;1077;0;Servion;5799;VD;2549922.34;1158743.6279999986;fr
Les Cullayes;1080;0;Servion;5799;VD;2547320.1389999986;1158225.511;fr
Vulliens;1085;0;Vulliens;5803;VD;2550831.835999999;1163581.6730000004;fr
Montaubion-Chardonney;1041;22;Jorat-Menthue;5804;VD;2544549.761;1166460.8779999986;fr
Villars-Tiercelin;1058;0;Jorat-Menthue;5804;VD;2543771.5439999998;1164235.2690000013;fr
Peney-le-Jorat;1059;0;Jorat-Menthue;5804;VD;2545552.3539999984;1164993.2289999984;fr
Villars-Mendraz;1061;0;Jorat-Menthue;5804;VD;2545701.7380000018;1166479.8530000001;fr
Sottens;1062;0;Jorat-Menthue;5804;VD;2546684.903999999;1167376.3900000006;fr
Essertes;1078;0;Oron;5805;VD;2550198.670000002;1157002.2380000018;fr
Palézieux;1607;0;Oron;5805;VD;2553911.583999999;1154763.1680000015;fr
Palézieux-Village;1607;1;Oron;5805;VD;2553362.0689999983;1156338.2399999984;fr
Les Tavernes;1607;3;Oron;5805;VD;2551839.046;1156143.6330000013;fr
Les Thioleyres;1607;4;Oron;5805;VD;2551927.890999999;1154458.0929999985;fr
Oron-le-Châtel;1608;0;Oron;5805;VD;2553927.66;1158338.4930000007;fr
Bussigny-sur-Oron;1608;2;Oron;5805;VD;2555861.6380000003;1157762.3830000013;fr
Chesalles-sur-Oron;1608;3;Oron;5805;VD;2555152.072999999;1158544.8850000016;fr
Oron-la-Ville;1610;0;Oron;5805;VD;2553130.399;1157872.9640000015;fr
Châtillens;1610;1;Oron;5805;VD;2552335.9329999983;1157588.8000000007;fr
Vuibroye;1610;2;Oron;5805;VD;2551453.324000001;1158054.9409999996;fr
Ecoteaux;1612;0;Oron;5805;VD;2555795.9389999993;1155101.7980000004;fr
Ferlens VD;1076;0;Jorat-Mézières;5806;VD;2549958.835999999;1159953.754999999;fr
Mézières VD;1083;0;Jorat-Mézières;5806;VD;2548855.75;1160659.2030000016;fr
Carrouge VD;1084;0;Jorat-Mézières;5806;VD;2549172.697999999;1161718.2490000017;fr
Champtauroz;1537;0;Champtauroz;5812;VD;2550277.3779999986;1178986.943;fr
Chevroux;1545;0;Chevroux;5813;VD;2559499.66;1193076.0579999983;fr
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;5816;VD;2563575.1240000017;1186832.9230000004;fr
Grandcour;1543;0;Grandcour;5817;VD;2561259.8500000015;1191323.7789999992;fr
Henniez;1525;0;Henniez;5819;VD;2557617.5210000016;1176838.9459999986;fr
Missy;1565;0;Missy;5821;VD;2564308.5;1192246.8839999996;fr
Payerne;1530;0;Payerne;5822;VD;2561778.7479999997;1185631.8940000013;fr
Vers-chez-Perrin;1551;0;Payerne;5822;VD;2562135.3880000003;1182926.2780000009;fr
Trey;1552;0;Trey;5827;VD;2560837.0989999995;1180027.2890000008;fr
Treytorrens (Payerne);1538;0;Treytorrens (Payerne);5828;VD;2551287.1160000004;1180194.2600000016;fr
Sédeilles;1554;0;Villarzel;5830;VD;2561353.6350000016;1177703.6460000016;fr
Rossens VD;1554;2;Villarzel;5830;VD;2560541.664000001;1176118.1149999984;fr
Villarzel;1555;0;Villarzel;5830;VD;2559811.324000001;1177657.563000001;fr
Granges-près-Marnand;1523;0;Valbroye;5831;VD;2558057.7529999986;1178899.1829999983;fr
Marnand;1524;0;Valbroye;5831;VD;2558932.960999999;1178466.5940000005;fr
Seigneux;1525;2;Valbroye;5831;VD;2557184.840999998;1175365.1290000007;fr
Sassel;1534;0;Valbroye;5831;VD;2555629.3099999987;1180838.8709999993;fr
Combremont-le-Grand;1535;0;Valbroye;5831;VD;2552603.6750000007;1179159.8509999998;fr
Combremont-le-Petit;1536;0;Valbroye;5831;VD;2551903.162999999;1177777.8729999997;fr
Villars-Bramard;1682;4;Valbroye;5831;VD;2558707.2600000016;1174275.0350000001;fr
Cerniaz VD;1682;5;Valbroye;5831;VD;2558518.8260000013;1175255.8830000013;fr
Château-d'Oex;1660;0;Château-d'Oex;5841;VD;2576251.3900000006;1146871.7589999996;fr
Les Moulins;1660;2;Château-d'Oex;5841;VD;2574496.5639999993;1145482.5350000001;fr
L'Etivaz;1660;3;Château-d'Oex;5841;VD;2577645.0749999993;1141511.8790000007;fr
La Lécherette;1660;4;Château-d'Oex;5841;VD;2574448.9580000006;1141160.3880000003;fr
Rossinière;1658;0;Rossinière;5842;VD;2572541.8139999993;1146177.484000001;fr
La Tine;1658;2;Rossinière;5842;VD;2570111.063000001;1146464.9360000007;fr
Rougemont;1659;0;Rougemont;5843;VD;2582156.267999999;1148497.329;fr
Flendruz;1659;2;Rougemont;5843;VD;2580329.2540000007;1148050.5689999983;fr
Allaman;1165;0;Allaman;5851;VD;2519867.0500000007;1147146.8550000004;fr
Bursinel;1195;3;Bursinel;5852;VD;2512816.7239999995;1143632.7679999992;fr
Bursins;1183;0;Bursins;5853;VD;2511739.8790000007;1145288.4640000015;fr
Burtigny;1268;2;Burtigny;5854;VD;2509409.504999999;1146636.1499999985;fr
Dully;1195;2;Dully;5855;VD;2512079.162999999;1142644.460000001;fr
Essertines-sur-Rolle;1186;0;Essertines-sur-Rolle;5856;VD;2513957.6449999996;1149708.245000001;fr
Gilly;1182;0;Gilly;5857;VD;2512549.636;1145957.1539999992;fr
Luins;1184;0;Luins;5858;VD;2510413.5529999994;1144566.4690000005;fr
Mont-sur-Rolle;1185;0;Mont-sur-Rolle;5859;VD;2515386.098000001;1147219.015999999;fr
Perroy;1166;0;Perroy;5860;VD;2517565.791000001;1146816.8790000007;fr
Rolle;1180;0;Rolle;5861;VD;2515306.7349999994;1145844.6389999986;fr
Tartegnin;1180;2;Tartegnin;5862;VD;2513697.6350000016;1146736.1889999993;fr
Vinzel;1184;1;Vinzel;5863;VD;2510888.25;1144751.75;fr
Le Pont;1342;0;L'Abbaye;5871;VD;2515273.960000001;1168750.5830000006;fr
L'Abbaye;1344;0;L'Abbaye;5871;VD;2514337.723000001;1167152.2280000001;fr
Les Bioux;1346;0;L'Abbaye;5871;VD;2510823.524;1164099.7300000004;fr
L'Orient;1341;0;Le Chenit;5872;VD;2508036.033;1161780.6259999983;fr
Le Sentier;1347;0;Le Chenit;5872;VD;2507559.4739999995;1162607.754999999;fr
Le Solliat;1347;1;Le Chenit;5872;VD;2507771.8110000007;1163876.484000001;fr
Le Brassus;1348;0;Le Chenit;5872;VD;2505841.037999999;1159695.7580000013;fr
Les Charbonnières;1343;0;Le Lieu;5873;VD;2513894.66;1169010.7459999993;fr
Le Lieu;1345;0;Le Lieu;5873;VD;2511461.649;1166899.5340000018;fr
Le Séchey;1345;1;Le Lieu;5873;VD;2512852.881000001;1168289.2980000004;fr
Le Mont-Pèlerin;1801;0;Chardonne;5882;VD;2553276.8759999983;1147988.9910000004;fr
Chardonne;1803;0;Chardonne;5882;VD;2553026.408;1147463.4409999996;fr
Corseaux;1802;0;Corseaux;5883;VD;2553469.625;1146956.3000000007;fr
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;5884;VD;2554150.3060000017;1146716.504999999;fr
Les Monts-de-Corsier;1808;0;Corsier-sur-Vevey;5884;VD;2556867.2300000004;1149952.7690000013;fr
Fenil-sur-Corsier;1809;0;Corsier-sur-Vevey;5884;VD;2556041.796;1148193.311999999;fr
Jongny;1805;0;Jongny;5885;VD;2554190.6460000016;1147573.0540000014;fr
Clarens;1815;0;Montreux;5886;VD;2558029.2809999995;1143556.370000001;fr
Chailly-Montreux;1816;0;Montreux;5886;VD;2558001.1400000006;1144933.9530000016;fr
Brent;1817;0;Montreux;5886;VD;2558729.379999999;1145281.4310000017;fr
Montreux;1820;0;Montreux;5886;VD;2559582.1559999995;1142301.2430000007;fr
Territet;1820;5;Montreux;5886;VD;2560375.3960000016;1141847.3460000008;fr
Chernex;1822;0;Montreux;5886;VD;2559653.278000001;1143607.8159999996;fr
Glion;1823;0;Montreux;5886;VD;2560568.789000001;1142438.3990000002;fr
Caux;1824;0;Montreux;5886;VD;2561566.1510000005;1142497.4010000005;fr
Chamby;1832;0;Montreux;5886;VD;2559651.074000001;1144353.9620000012;fr
Villard-sur-Chamby;1832;2;Montreux;5886;VD;2561034.1750000007;1145941.5119999982;fr
Les Avants;1833;0;Montreux;5886;VD;2561905.357999999;1144761.879999999;fr
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;5889;VD;2555313.4629999995;1144863.4789999984;fr
Vevey;1800;0;Vevey;5890;VD;2554636.886;1145474.563000001;fr
Veytaux;1820;6;Veytaux;5891;VD;2560806.254999999;1141179.7879999988;fr
St-Légier-La Chiésaz;1806;0;Blonay - Saint-Légier;5892;VD;2557399.6750000007;1146822.4649999999;fr
Blonay;1807;0;Blonay - Saint-Légier;5892;VD;2558195.653000001;1146204.2010000013;fr
Belmont-sur-Yverdon;1432;0;Belmont-sur-Yverdon;5902;VD;2537743.1999999993;1177472.8330000006;fr
Bioley-Magnoux;1407;4;Bioley-Magnoux;5903;VD;2544440.2749999985;1175334.3740000017;fr
Chamblon;1436;2;Chamblon;5904;VD;2536455.9279999994;1181157.2309999987;fr
Champvent;1443;0;Champvent;5905;VD;2534063.9409999996;1181731.6039999984;fr
Essert-sous-Champvent;1443;2;Champvent;5905;VD;2534798.159000002;1182802.482999999;fr
Villars-sous-Champvent;1443;3;Champvent;5905;VD;2534682.9640000015;1182044.8150000013;fr
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;5907;VD;2549478.215;1180845.2589999996;fr
Chêne-Pâquier;1464;2;Chêne-Pâquier;5908;VD;2548837.234000001;1180236.818;fr
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;5909;VD;2541828.671;1181607.9780000001;fr
Cronay;1406;0;Cronay;5910;VD;2543291.9959999993;1178708.8399999999;fr
Cuarny;1404;0;Cuarny;5911;VD;2542727.6290000007;1180152.6180000007;fr
Démoret;1415;2;Démoret;5912;VD;2547865.5130000003;1177588.5029999986;fr
Donneloye;1407;0;Donneloye;5913;VD;2544789.278999999;1177352.6429999992;fr
Gossens;1407;2;Donneloye;5913;VD;2543568.9580000006;1176724.0009999983;fr
Mézery-près-Donneloye;1407;3;Donneloye;5913;VD;2545655.715;1177789.4860000014;fr
Prahins;1408;0;Donneloye;5913;VD;2546616.046;1176247.4050000012;fr
Ependes VD;1434;0;Ependes (VD);5914;VD;2536562.800999999;1177435.0879999995;fr
Mathod;1438;0;Mathod;5919;VD;2533442.541000001;1179882.386;fr
Molondin;1415;0;Molondin;5921;VD;2547280.379999999;1178960.9750000015;fr
Montagny-près-Yverdon;1442;0;Montagny-près-Yverdon;5922;VD;2536909.6059999987;1182759.7430000007;fr
Oppens;1047;0;Oppens;5923;VD;2542946.022999998;1173927.7749999985;fr
Orges;1430;0;Orges;5924;VD;2535115.6449999996;1184448.0450000018;fr
Orzens;1413;0;Orzens;5925;VD;2542284.539000001;1174743.870000001;fr
Pomy;1405;0;Pomy;5926;VD;2541238.5540000014;1178970.7250000015;fr
Rovray;1463;0;Rovray;5928;VD;2548574.454;1181702.3060000017;fr
Suchy;1433;0;Suchy;5929;VD;2535810.348000001;1174929.3979999982;fr
Suscévaz;1437;0;Suscévaz;5930;VD;2534253.6130000018;1179589.9459999986;fr
Treycovagnes;1436;0;Treycovagnes;5931;VD;2536667.6279999986;1180663.4679999985;fr
Ursins;1412;2;Ursins;5932;VD;2541116.528999999;1176305.9200000018;fr
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;5933;VD;2536658.3040000014;1183422.3610000014;fr
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;5934;VD;2540165.9979999997;1177533.2679999992;fr
Villars-Epeney;1404;2;Villars-Epeney;5935;VD;2543357.5029999986;1181439.693;fr
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;5937;VD;2534374.8280000016;1186242.5989999995;fr
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;5938;VD;2539038.1400000006;1181165.7179999985;fr
Gressy;1432;2;Yverdon-les-Bains;5938;VD;2538630.708999999;1177737.6840000004;fr
Yvonand;1462;0;Yvonand;5939;VD;2547053.6689999998;1183241.8779999986;fr
Brig;3900;0;Brig-Glis;6002;VS;2642436.274;1129614.8500000015;de
Gamsen;3900;2;Brig-Glis;6002;VS;2639771.609000001;1128330.688000001;de
Brigerbad;3900;3;Brig-Glis;6002;VS;2636984.4010000005;1127743.2060000002;de
Glis;3902;0;Brig-Glis;6002;VS;2641552.5709999986;1128958.859000001;de
Eggerberg;3939;0;Eggerberg;6004;VS;2633769.649;1128448.9800000004;de
Mund;3903;0;Naters;6007;VS;2638545.409000002;1129561.886;de
Birgisch;3903;1;Naters;6007;VS;2639923.4310000017;1129600.063000001;de
Naters;3904;0;Naters;6007;VS;2642318.6730000004;1130615.8830000013;de
Blatten b. Naters;3914;0;Naters;6007;VS;2641924.9499999993;1134198.8110000007;de
Belalp;3914;1;Naters;6007;VS;2641241.8850000016;1135737.677000001;de
Rothwald;3901;23;Ried-Brig;6008;VS;2646413.8280000016;1125710.1130000018;de
Ried-Brig;3911;0;Ried-Brig;6008;VS;2644560.4459999986;1129348.938000001;de
Simplon Dorf;3907;0;Simplon;6009;VS;2647673.8040000014;1116233.9670000002;de
Simplon Hospiz;3907;2;Simplon;6009;VS;2645538.7410000004;1121861.9730000012;de
Gabi (Simplon);3907;3;Simplon;6009;VS;2648970.1389999986;1115025.8660000004;de
Termen;3912;0;Termen;6010;VS;2644840.017999999;1130906.857999999;de
Rosswald;3913;0;Termen;6010;VS;2646370.8139999993;1128259.7410000004;de
Gondo;3907;4;Zwischbergen;6011;VS;2654215.908;1116275.0960000008;de
Ardon;1957;0;Ardon;6021;VS;2585639.291000001;1117682.5799999982;fr
Chamoson;1955;0;Chamoson;6022;VS;2583510.631000001;1116761.1609999985;fr
Mayens-de-Chamoson;1955;1;Chamoson;6022;VS;2580159.2859999985;1117193.386;fr
Les Vérines (Chamoson);1955;2;Chamoson;6022;VS;2581843.7399999984;1117700.3159999996;fr
Némiaz (Chamoson);1955;3;Chamoson;6022;VS;2583396.6099999994;1117897.0890000015;fr
Grugnay (Chamoson);1955;4;Chamoson;6022;VS;2582810.278000001;1117277.3420000002;fr
St-Pierre-de-Clages;1955;5;Chamoson;6022;VS;2584468.846000001;1115663.0489999987;fr
Conthey;1964;0;Conthey;6023;VS;2589679.368999999;1119553.989;fr
St-Séverin;1975;0;Conthey;6023;VS;2589525.75;1120818.625;fr
Erde;1976;0;Conthey;6023;VS;2588791.1440000013;1120856.4409999996;fr
Aven;1976;1;Conthey;6023;VS;2587171.469999999;1120574.4039999992;fr
Daillon;1976;2;Conthey;6023;VS;2589781.412999999;1122751.109000001;fr
Clèbes (Nendaz);1993;2;Nendaz;6024;VS;2592111.427000001;1114862.3429999985;fr
Aproz (Nendaz);1994;2;Nendaz;6024;VS;2590530.8220000006;1117260.2049999982;fr
Basse-Nendaz;1996;0;Nendaz;6024;VS;2590274.620000001;1115343.1510000005;fr
Fey (Nendaz);1996;1;Nendaz;6024;VS;2586861.182;1115114.438000001;fr
Bieudron (Nendaz);1996;2;Nendaz;6024;VS;2587586.2490000017;1115933.4059999995;fr
Condémines (Nendaz);1996;3;Nendaz;6024;VS;2585881.8000000007;1113961.0819999985;fr
Saclentse;1996;4;Nendaz;6024;VS;2590817.8649999984;1113834.6680000015;fr
Baar (Nendaz);1996;5;Nendaz;6024;VS;2591573.533;1117033.5540000014;fr
Beuson (Nendaz);1996;6;Nendaz;6024;VS;2591126.0780000016;1114447.4250000007;fr
Brignon (Nendaz);1996;7;Nendaz;6024;VS;2591406.204;1115296.4530000016;fr
Haute-Nendaz;1997;0;Nendaz;6024;VS;2588865.6499999985;1114661.3740000017;fr
Siviez (Nendaz);1997;1;Nendaz;6024;VS;2590550.7699999996;1109371.4439999983;fr
Sornard (Nendaz);1997;2;Nendaz;6024;VS;2589661.1180000007;1114899.6020000018;fr
Vétroz;1963;0;Vétroz;6025;VS;2587890.765999999;1119543.6499999985;fr
Bourg-St-Pierre;1946;0;Bourg-Saint-Pierre;6032;VS;2582467.2349999994;1088696.2149999999;fr
Liddes;1945;0;Liddes;6033;VS;2580325.414999999;1093310.136;fr
Fontaine Dessus (Liddes);1945;2;Liddes;6033;VS;2579501.2760000005;1094943.3539999984;fr
Fontaine Dessous (Liddes);1945;3;Liddes;6033;VS;2579034.9690000005;1095416.0909999982;fr
Dranse (Liddes);1945;4;Liddes;6033;VS;2579995.8040000014;1093165.6499999985;fr
Chandonne (Liddes);1945;5;Liddes;6033;VS;2579941.8729999997;1094884.300999999;fr
Rive Haute (Liddes);1945;6;Liddes;6033;VS;2579276.829999998;1095051.2630000003;fr
Fornex (Liddes);1945;7;Liddes;6033;VS;2578655.2650000006;1095298.7589999996;fr
Les Moulins VS (Liddes);1945;8;Liddes;6033;VS;2579038.881000001;1094790.1510000005;fr
Vichères (Liddes);1945;9;Liddes;6033;VS;2578920.848000001;1093917.7710000016;fr
Palasuit (Liddes);1945;10;Liddes;6033;VS;2580923.587000001;1092379.7780000009;fr
Chez Petit (Liddes);1945;11;Liddes;6033;VS;2579812.471999999;1092918.7140000015;fr
Petit Vichères (Liddes);1945;12;Liddes;6033;VS;2578584.0989999995;1093287.0280000009;fr
Orsières;1937;0;Orsières;6034;VS;2577356.447999999;1097770.3449999988;fr
Champex-Lac;1938;0;Orsières;6034;VS;2575259.0130000003;1097287.4849999994;fr
Praz-de-Fort;1943;0;Orsières;6034;VS;2575733.090999998;1093210.0100000016;fr
La Fouly VS;1944;0;Orsières;6034;VS;2573532.563000001;1086769.438000001;fr
Sembrancher;1933;0;Sembrancher;6035;VS;2577711.3729999997;1103007.8480000012;fr
Chamoille (Sembrancher);1933;3;Sembrancher;6035;VS;2577859.3159999996;1101088.9659999982;fr
La Garde (Sembrancher);1933;4;Sembrancher;6035;VS;2577391.109000001;1101557.1490000002;fr
Chemin;1927;0;Val de Bagnes;6037;VS;2573593.0430000015;1104304.2349999994;fr
Vens (Sembrancher);1933;2;Val de Bagnes;6037;VS;2575838.6259999983;1104148.993999999;fr
Le Châble VS;1934;0;Val de Bagnes;6037;VS;2582670.789999999;1103123.6099999994;fr
Bruson;1934;1;Val de Bagnes;6037;VS;2582959.0659999996;1101622.3729999997;fr
Verbier;1936;0;Val de Bagnes;6037;VS;2583055.223000001;1104753.3509999998;fr
Vollèges;1941;0;Val de Bagnes;6037;VS;2579126.9510000013;1104020.5150000006;fr
Cries (Vollèges);1941;2;Val de Bagnes;6037;VS;2579766.9629999995;1104464.4079999998;fr
Levron;1942;0;Val de Bagnes;6037;VS;2578608.149;1105201.3440000005;fr
Versegères;1947;0;Val de Bagnes;6037;VS;2584158.5249999985;1101610.0009999983;fr
Champsec;1947;5;Val de Bagnes;6037;VS;2584916.307;1100531.9140000008;fr
Lourtier;1948;0;Val de Bagnes;6037;VS;2586448.3550000004;1100110.1460000016;fr
Fionnay;1948;1;Val de Bagnes;6037;VS;2590003.352000002;1097870.7760000005;fr
Sarreyer;1948;2;Val de Bagnes;6037;VS;2585391.9919999987;1101169.9510000013;fr
Bellwald;3997;0;Bellwald;6052;VS;2655461.401999999;1141620.079;de
Binn;3996;0;Binn;6054;VS;2657334.234000001;1135139.8979999982;de
Ernen;3995;0;Ernen;6056;VS;2654245.3949999996;1138854.6939999983;de
Ausserbinn;3995;2;Ernen;6056;VS;2654664.7430000007;1137012.421;de
Mühlebach (Goms);3995;3;Ernen;6056;VS;2655210.2600000016;1139912.2049999982;de
Steinhaus;3995;4;Ernen;6056;VS;2656830.4180000015;1141432.7490000017;de
Fiesch;3984;0;Fiesch;6057;VS;2653479.9899999984;1139383.8880000003;de
Jungfraujoch;3801;33;Fieschertal;6058;VS;2641777.875;1155270.625;de
Fieschertal;3984;2;Fieschertal;6058;VS;2654155.098000001;1141695.9519999996;de
Lax;3994;0;Lax;6061;VS;2652209.460999999;1137804.7690000013;de
Ulrichen;3988;0;Obergoms;6076;VS;2666379.3280000016;1150961.2270000018;de
Obergesteln;3988;2;Obergoms;6076;VS;2667991.4450000003;1151885.4990000017;de
Oberwald;3999;0;Obergoms;6076;VS;2669795.6279999986;1154102.7919999994;de
Münster VS;3985;0;Goms;6077;VS;2663550.572999999;1149009.3139999993;de
Geschinen;3985;2;Goms;6077;VS;2664806.6130000018;1149722.3449999988;de
Biel VS;3989;0;Goms;6077;VS;2659804.8649999984;1145235.1499999985;de
Ritzingen;3989;2;Goms;6077;VS;2660288.2490000017;1145388.6099999994;de
Selkingen;3989;3;Goms;6077;VS;2659541.697999999;1145063.0799999982;de
Niederwald;3989;4;Goms;6077;VS;2657684.052000001;1142985.2230000012;de
Blitzingen;3989;5;Goms;6077;VS;2658680.1779999994;1143623.813000001;de
Reckingen VS;3998;0;Goms;6077;VS;2661759.2289999984;1146786.6550000012;de
Gluringen;3998;1;Goms;6077;VS;2660944.978;1146191.3949999996;de
Fortunau (Ayent);1966;2;Ayent;6082;VS;2598251.1689999998;1125989.7690000013;fr
Luc (Ayent);1966;3;Ayent;6082;VS;2598415.2639999986;1125709.5670000017;fr
St-Romain (Ayent);1966;4;Ayent;6082;VS;2598009.1169999987;1125689.802000001;fr
Saxonne (Ayent);1966;5;Ayent;6082;VS;2597554.335999999;1125424.1939999983;fr
Villa (Ayent);1966;6;Ayent;6082;VS;2598226.041000001;1124941.4629999995;fr
La Place (Ayent);1966;7;Ayent;6082;VS;2597973.1889999993;1124728.9290000014;fr
Botyre (Ayent);1966;8;Ayent;6082;VS;2597370.6099999994;1124987.6590000018;fr
Blignou (Ayent);1966;9;Ayent;6082;VS;2596922.8770000003;1124521.5859999992;fr
Argnou (Ayent);1966;10;Ayent;6082;VS;2596987.204999998;1123499.682;fr
Signèse (Ayent);1966;11;Ayent;6082;VS;2597105.715999998;1122892.8000000007;fr
Anzère;1972;0;Ayent;6082;VS;2596760.938000001;1127197.8489999995;fr
Evolène;1983;0;Evolène;6083;VS;2604433.6209999993;1106841.1169999987;fr
Lanna;1983;2;Evolène;6083;VS;2603086.102000002;1107710.5920000002;fr
Les Haudères;1984;0;Evolène;6083;VS;2605415.9530000016;1103658.892000001;fr
La Tour VS;1984;1;Evolène;6083;VS;2605186.9310000017;1105161.9279999994;fr
La Sage;1985;0;Evolène;6083;VS;2605860.5890000015;1105261.2980000004;fr
La Forclaz VS;1985;1;Evolène;6083;VS;2606102.971999999;1103831.5980000012;fr
Villa (Evolène);1985;2;Evolène;6083;VS;2605704.734000001;1106097.6380000003;fr
Arolla;1986;0;Evolène;6083;VS;2603452.478;1097032.3759999983;fr
Euseigne;1982;0;Hérémence;6084;VS;2598738.6180000007;1113352.256000001;fr
Hérémence;1987;0;Hérémence;6084;VS;2597365.1279999986;1114341.7829999998;fr
St-Martin VS;1969;0;Saint-Martin (VS);6087;VS;2600396.272;1113442.7509999983;fr
Liez (St-Martin);1969;2;Saint-Martin (VS);6087;VS;2600946.267000001;1112337.0500000007;fr
Trogne (St-Martin);1969;3;Saint-Martin (VS);6087;VS;2600999.728;1112931.2250000015;fr
Suen (St-Martin);1969;4;Saint-Martin (VS);6087;VS;2599866.84;1114443.1939999983;fr
Eison (St-Martin);1969;5;Saint-Martin (VS);6087;VS;2602171.647;1111337.9780000001;fr
Vex;1981;0;Vex;6089;VS;2596813.602000002;1117821.879999999;fr
Thyon;1988;1;Vex;6089;VS;2594944.0830000006;1114448.960000001;fr
Les Collons;1988;2;Vex;6089;VS;2595948.8649999984;1114854.1240000017;fr
Les Mayens-de-Sion;1992;1;Vex;6089;VS;2595565.6680000015;1116732.1550000012;fr
Vernamiège;1961;0;Mont-Noble;6090;VS;2599947.4459999986;1117634.079;fr
Mase;1968;0;Mont-Noble;6090;VS;2599427.982999999;1115936.8189999983;fr
Nax;1973;0;Mont-Noble;6090;VS;2599164.7540000007;1119673.1380000003;fr
Agarn;3951;0;Agarn;6101;VS;2617311.6669999994;1127274.8900000006;de
Albinen;3955;0;Albinen;6102;VS;2614990.7430000007;1132128.3990000002;de
Ergisch;3947;0;Ergisch;6104;VS;2621147.7580000013;1126654.7589999996;de
Inden;3953;1;Inden;6109;VS;2613855.2239999995;1132511.004999999;de
Susten;3952;0;Leuk;6110;VS;2615748.2399999984;1128567.7520000003;de
Leuk Stadt;3953;0;Leuk;6110;VS;2615130.530000001;1129570.8319999985;de
Erschmatt;3957;0;Leuk;6110;VS;2619564.1440000013;1130046.807;de
Leukerbad;3954;0;Leukerbad;6111;VS;2614665.515999999;1136463.960000001;de
Oberems;3948;1;Oberems;6112;VS;2619755.7859999985;1125594.0700000003;de
Salgesch;3970;0;Salgesch;6113;VS;2610178.91;1128933.796;de
Varen;3953;2;Varen;6116;VS;2612991.5749999993;1129472.2479999997;de
Guttet-Feschel;3956;0;Guttet-Feschel;6117;VS;2617459.59;1130416.2109999992;de
Gampel;3945;0;Gampel-Bratsch;6118;VS;2623344.443;1129414.6860000007;de
Niedergampel;3945;1;Gampel-Bratsch;6118;VS;2621219.822999999;1129015.9580000006;de
Bratsch;3957;2;Gampel-Bratsch;6118;VS;2620822.813000001;1129885.2080000006;de
Turtmann;3946;0;Turtmann-Unterems;6119;VS;2620357.1339999996;1127790.4620000012;de
Gruben;3946;2;Turtmann-Unterems;6119;VS;2620626.3960000016;1117734.1259999983;de
Unterems;3948;0;Turtmann-Unterems;6119;VS;2619885.1840000004;1126766.2829999998;de
Bovernier;1932;0;Bovernier;6131;VS;2572828.162999999;1103221.7789999992;fr
Les Valettes (Bovernier);1932;2;Bovernier;6131;VS;2571832.721000001;1102747.0439999998;fr
